bin_18	{'Translation table': 11, 'GC std': 0.018051132783356454, '# ambiguous bases': 0, 'Genome size': 1667638, 'Longest contig': 123513, 'N50 (scaffolds)': 54509, 'Mean scaffold length': 40674.09756097561, '# contigs': 41, '# scaffolds': 41, '# predicted genes': 1548, 'Longest scaffold': 123513, 'GC': 0.41002963472888, 'N50 (contigs)': 54509, 'Coding density': 0.9624037111171609, 'Mean contig length': 40674.09756097561}
bin_21	{'Translation table': 11, 'GC std': 0.015728032274129458, '# ambiguous bases': 0, 'Genome size': 1390702, 'Longest contig': 101671, 'N50 (scaffolds)': 29507, 'Mean scaffold length': 20756.746268656716, '# contigs': 67, '# scaffolds': 67, '# predicted genes': 1236, 'Longest scaffold': 101671, 'GC': 0.5432968385750506, 'N50 (contigs)': 29507, 'Coding density': 0.9379421328221287, 'Mean contig length': 20756.746268656716}
bin_20	{'Translation table': 11, 'GC std': 0.02178813769872904, '# ambiguous bases': 0, 'Genome size': 2342743, 'Longest contig': 61638, 'N50 (scaffolds)': 4583, 'Mean scaffold length': 4505.275, '# contigs': 520, '# scaffolds': 520, '# predicted genes': 2551, 'Longest scaffold': 61638, 'GC': 0.43960903948918, 'N50 (contigs)': 4583, 'Coding density': 0.9103764262661334, 'Mean contig length': 4505.275}
bin_22	{'Translation table': 11, 'GC std': 0.017869215609839343, '# ambiguous bases': 0, 'Genome size': 1519170, 'Longest contig': 27367, 'N50 (scaffolds)': 7225, 'Mean scaffold length': 6329.875, '# contigs': 240, '# scaffolds': 240, '# predicted genes': 1593, 'Longest scaffold': 27367, 'GC': 0.4143604731531033, 'N50 (contigs)': 7225, 'Coding density': 0.9527057537997723, 'Mean contig length': 6329.875}
bin_19	{'Translation table': 11, 'GC std': 0.02463888854431483, '# ambiguous bases': 0, 'Genome size': 4045305, 'Longest contig': 24618, 'N50 (scaffolds)': 4958, 'Mean scaffold length': 4827.332935560859, '# contigs': 838, '# scaffolds': 838, '# predicted genes': 3809, 'Longest scaffold': 24618, 'GC': 0.6178893804051858, 'N50 (contigs)': 4958, 'Coding density': 0.9060960792820318, 'Mean contig length': 4827.332935560859}
bin_24	{'Translation table': 11, 'GC std': 0.033079933113673694, '# ambiguous bases': 0, 'Genome size': 1631292, 'Longest contig': 17015, 'N50 (scaffolds)': 4422, 'Mean scaffold length': 4315.587301587301, '# contigs': 378, '# scaffolds': 378, '# predicted genes': 1838, 'Longest scaffold': 17015, 'GC': 0.5153706387329797, 'N50 (contigs)': 4422, 'Coding density': 0.9219839243985749, 'Mean contig length': 4315.587301587301}
bin_3	{'Translation table': 11, 'GC std': 0.011944878956682952, '# ambiguous bases': 0, 'Genome size': 391394, 'Longest contig': 11853, 'N50 (scaffolds)': 3837, 'Mean scaffold length': 3837.1960784313724, '# contigs': 102, '# scaffolds': 102, '# predicted genes': 409, 'Longest scaffold': 11853, 'GC': 0.3629667291782705, 'N50 (contigs)': 3837, 'Coding density': 0.9506941853988564, 'Mean contig length': 3837.1960784313724}
bin_23	{'Translation table': 11, 'GC std': 0.01579381327502267, '# ambiguous bases': 0, 'Genome size': 3188556, 'Longest contig': 61674, 'N50 (scaffolds)': 7839, 'Mean scaffold length': 6289.065088757397, '# contigs': 507, '# scaffolds': 507, '# predicted genes': 3408, 'Longest scaffold': 61674, 'GC': 0.6272312607964232, 'N50 (contigs)': 7839, 'Coding density': 0.9193465631464525, 'Mean contig length': 6289.065088757397}
bin_4	{'Translation table': 11, 'GC std': 0.010421614985783914, '# ambiguous bases': 0, 'Genome size': 1425117, 'Longest contig': 21843, 'N50 (scaffolds)': 4695, 'Mean scaffold length': 4582.369774919614, '# contigs': 311, '# scaffolds': 311, '# predicted genes': 1647, 'Longest scaffold': 21843, 'GC': 0.527456342181028, 'N50 (contigs)': 4695, 'Coding density': 0.9386387222943801, 'Mean contig length': 4582.369774919614}
bin_26	{'Translation table': 11, 'GC std': 0.022950813886330603, '# ambiguous bases': 0, 'Genome size': 2646649, 'Longest contig': 46788, 'N50 (scaffolds)': 11899, 'Mean scaffold length': 9063.866438356165, '# contigs': 292, '# scaffolds': 292, '# predicted genes': 2528, 'Longest scaffold': 46788, 'GC': 0.45747773883125414, 'N50 (contigs)': 11899, 'Coding density': 0.8913777384156343, 'Mean contig length': 9063.866438356165}
bin_6	{'Translation table': 11, 'GC std': 0.014728476186488936, '# ambiguous bases': 0, 'Genome size': 1776446, 'Longest contig': 74201, 'N50 (scaffolds)': 10889, 'Mean scaffold length': 7966.125560538117, '# contigs': 223, '# scaffolds': 223, '# predicted genes': 1907, 'Longest scaffold': 74201, 'GC': 0.4484020341738505, 'N50 (contigs)': 10889, 'Coding density': 0.9424587068787905, 'Mean contig length': 7966.125560538117}
bin_5	{'Translation table': 11, 'GC std': 0.015030744443995131, '# ambiguous bases': 0, 'Genome size': 3688347, 'Longest contig': 89244, 'N50 (scaffolds)': 23061, 'Mean scaffold length': 15432.414225941422, '# contigs': 239, '# scaffolds': 239, '# predicted genes': 2976, 'Longest scaffold': 89244, 'GC': 0.6815906963200589, 'N50 (contigs)': 23061, 'Coding density': 0.8977419966179971, 'Mean contig length': 15432.414225941422}
bin_8	{'Translation table': 11, 'GC std': 0.013928385875731366, '# ambiguous bases': 0, 'Genome size': 1574375, 'Longest contig': 20740, 'N50 (scaffolds)': 4882, 'Mean scaffold length': 4685.639880952381, '# contigs': 336, '# scaffolds': 336, '# predicted genes': 1635, 'Longest scaffold': 20740, 'GC': 0.57789853116316, 'N50 (contigs)': 4882, 'Coding density': 0.9321908693926161, 'Mean contig length': 4685.639880952381}
bin_9	{'Translation table': 11, 'GC std': 0.017005846953227273, '# ambiguous bases': 0, 'Genome size': 1114257, 'Longest contig': 24617, 'N50 (scaffolds)': 3532, 'Mean scaffold length': 3829.061855670103, '# contigs': 291, '# scaffolds': 291, '# predicted genes': 1276, 'Longest scaffold': 24617, 'GC': 0.6664907646979108, 'N50 (contigs)': 3532, 'Coding density': 0.9349315283637437, 'Mean contig length': 3829.061855670103}
bin_25	{'Translation table': 11, 'GC std': 0.021830641030534927, '# ambiguous bases': 0, 'Genome size': 6727958, 'Longest contig': 81075, 'N50 (scaffolds)': 5699, 'Mean scaffold length': 5469.884552845529, '# contigs': 1230, '# scaffolds': 1230, '# predicted genes': 7254, 'Longest scaffold': 81075, 'GC': 0.5694062002170643, 'N50 (contigs)': 5699, 'Coding density': 0.9300686775987603, 'Mean contig length': 5469.884552845529}
bin_7	{'Translation table': 11, 'GC std': 0.03711381429485395, '# ambiguous bases': 0, 'Genome size': 16261463, 'Longest contig': 42507, 'N50 (scaffolds)': 4806, 'Mean scaffold length': 4694.41772517321, '# contigs': 3464, '# scaffolds': 3464, '# predicted genes': 19577, 'Longest scaffold': 42507, 'GC': 0.3406578485588904, 'N50 (contigs)': 4806, 'Coding density': 0.9539392611845564, 'Mean contig length': 4694.41772517321}
